273
42
24
130
159
127
279
47
220
62
103
11
71
158
100
17
77
168
280
52
126
150
165
153
154
60
141
152
213
277
288
12
45
198
223
261
270
27
67
108
217
240
299
16
57
83
149
259
262
55
85
93
107
155
201
207
257
286
287
318
58
106
226
239
245
256
298
314
5
25
81
104
110
139
142
160
162
252
31
41
43
82
84
90
118
161
214
227
253
264
265
290
311
92
102
109
111
146
186
205
212
221
237
284
293
295
319
29
68
88
94
129
156
166
195
215
244
254
266
7
9
144
187
199
210
229
242
251
309
121
204
300
316
34
40
120
136
190
208
209
238
281
315
56
91
193
64
18
